ID;Label;Interval;type;Degree;Weighted Degree;Eccentricity;Closeness Centrality;Harmonic Closness Centrality;Betweeness Centrality;PageRank;Component Number;Authority;Hub;stat_inf_class;clustering;Number of triangles;Modularity Class;Eigen Centrality
Borsos szilva;Borsos szilva;;dish;4;4.0;6.0;0.31702692453545694;0.3518341307814987;476.30612686213146;6.633387349540957E-4;0;0.014892629;0.037374076;26;0.0;0;2;0.1036991081234613
Borsót főzni;Borsót főzni;;dish;7;7.0;6.0;0.3244082266201009;0.36048644338117997;745.5682234743514;0.0010019948935865654;0;0.016553767;0.041542813;39;0.0;0;2;0.11855545194152912
Bors-porral;Bors-porral;;dish;8;8.0;6.0;0.32822928936003143;0.3648724082934607;864.4003041868983;0.0010435049705736577;0;0.02321853;0.05826848;33;0.0;0;2;0.161391098691672
Borza-kása;Borza-kása;;dish;5;5.0;6.0;0.30213227322009395;0.3341307814992026;262.0891517946238;7.452186169563521E-4;0;0.011319006;0.028405812;35;0.0;0;1;0.08132301382771592
Bot-lév;Bot-lév;;dish;14;14.0;6.0;0.36081139404402246;0.397826953748006;2018.4474971523334;0.0016665193976971287;0;0.042762317;0.107314944;23;0.0;0;2;0.3007164814240835
botrytis compounds;botrytis compounds;;molecule;1;1.0;8.0;0.20801194326947;0.21664103440419114;0.0;3.7050866341606294E-4;0;6.3174935E-5;1.5854178E-4;35;0.0;0;1;7.304451756502233E-4
branched fatty acids;branched fatty acids;;molecule;1;1.0;8.0;0.20505273485405937;0.2143455228981534;0.0;3.4217544267424823E-4;0;6.4001026E-5;1.6061452E-4;12;0.0;0;0;8.425131178717637E-4
butanoic acid;butanoic acid;;molecule;9;9.0;6.0;0.2793184096224524;0.3103668261562997;997.8911460958149;0.001393980881197782;0;0.0049953465;0.012536156;31;0.0;0;1;0.04086777126240132
butyl acetate;butyl acetate;;molecule;1;1.0;7.0;0.2207552152099287;0.23045397584871147;0.0;3.1152213839728176E-4;0;3.7816443E-4;9.4902946E-4;13;0.0;0;1;0.002967267348026403
búzaliszt;búzaliszt;;ingredient;6;6.0;7.0;0.27481919789612097;0.29296251993620565;41.14310157142423;8.810025059587256E-4;0;0.012527815;0.0049920203;15;0.0;0;1;0.03639076125540476
camphene;camphene;;molecule;3;3.0;6.0;0.27636363636363637;0.30494417862838835;79.22515144512673;5.523725443640997E-4;0;0.006553291;0.016445931;28;0.0;0;3;0.045538753351443605
camphor;camphor;;molecule;2;2.0;6.0;0.229607250755287;0.24104864433811718;2.809778603057374;4.5119190053379953E-4;0;5.0166674E-4;0.0012589669;28;0.0;0;3;0.004373350245922467
capsaicin;capsaicin;;molecule;1;1.0;8.0;0.2101030409650666;0.2200529733424459;0.0;3.907239327552082E-4;0;6.90407E-5;1.7326204E-4;14;0.0;0;0;9.097352608505719E-4
capsanthin;capsanthin;;molecule;1;1.0;8.0;0.2101030409650666;0.2200529733424459;0.0;3.907239327552082E-4;0;6.90407E-5;1.7326204E-4;14;0.0;0;0;9.097352608505719E-4
carvacrol;carvacrol;;molecule;1;1.0;8.0;0.20355490625760897;0.2118506493506485;0.0;5.092622840400574E-4;0;6.70081E-5;1.6816147E-4;36;0.0;0;4;6.498987641641042E-4
carvone;carvone;;molecule;2;2.0;8.0;0.2192499344348282;0.230557928913191;3.432194453031898;4.638351458577084E-4;0;2.935465E-4;7.3667505E-4;21;0.0;0;2;0.0029374389396929503
caryophyllene oxide;caryophyllene oxide;;molecule;1;1.0;6.0;0.23729775759296054;0.2509768740031883;0.0;2.915934557068166E-4;0;0.0012712496;0.0031902872;13;0.0;0;1;0.00929057924799273
Cicer, azaz bagoly-borsó;Cicer, azaz bagoly-borsó;;dish;13;13.0;6.0;0.3461697722567288;0.38534688995215294;2658.855849756904;0.0018465881051846563;0;0.032431457;0.08138895;28;0.0;0;2;0.22712802355627923
Cifra lév;Cifra lév;;dish;15;15.0;6.0;0.3565031982942431;0.3941586921850076;2972.8320659733354;0.0018470427149709907;0;0.032293398;0.081042476;8;0.0;0;1;0.23099220338792395
cikória;cikória;;ingredient;3;3.0;7.0;0.22388859132297803;0.23701583504214976;1669.0;0.0012758255791974996;0;5.225834E-4;2.0823647E-4;21;0.0;0;3;0.0022624897066652974
cinnamaldehyde;cinnamaldehyde;;molecule;1;1.0;6.0;0.23267464514333427;0.2454346092503977;0.0;3.0286301659235325E-4;0;8.326865E-4;0.002089684;38;0.0;0;1;0.006516106475771792
cinnamyl acetate;cinnamyl acetate;;molecule;1;1.0;6.0;0.23267464514333427;0.2454346092503977;0.0;3.0286301659235325E-4;0;8.326865E-4;0.002089684;38;0.0;0;1;0.006516106475771792
cipó;cipó;;ingredient;5;5.0;7.0;0.2816711590296496;0.3051435406698578;158.48783843782186;7.711348302336332E-4;0;0.007435715;0.0029629495;26;0.0;0;1;0.025732896500150253
cis-sabinene hydrate;cis-sabinene hydrate;;molecule;1;1.0;6.0;0.23036649214659685;0.2408492822966496;0.0;3.093960790300761E-4;0;4.098954E-4;0.0010286599;28;0.0;0;2;0.0033113957033108657
citral;citral;;molecule;6;6.0;6.0;0.28406388039415564;0.31461323763955296;469.2616971649798;9.576598652579712E-4;0;0.00784582;0.01968962;24;0.0;0;3;0.05580828477701667
citrom;citrom;;ingredient;24;24.0;5.0;0.312874251497006;0.3440191387559813;3894.8960879590736;0.0030584467696531037;0;0.06005621;0.023930898;37;0.0;0;1;0.17192855502126791
citromhéj;citromhéj;;ingredient;9;9.0;6.0;0.2695035460992908;0.29072966507177134;1085.7632768402777;0.0016181873427996655;0;0.0050246906;0.0020022134;24;0.0;0;3;0.017295999706354925
citromlé;citromlé;;ingredient;20;20.0;5.0;0.30050323508267435;0.3283692185007988;3053.3979332441295;0.0029220997558316707;0;0.02930456;0.011677135;24;0.0;0;3;0.08688032584469095
Citrom-lév;Citrom-lév;;dish;10;10.0;6.0;0.3321414382201033;0.369078947368421;969.2460786897906;0.0012933579454608968;0;0.01876311;0.04708728;0;0.0;0;0;0.1356022337993618
citromvíz;citromvíz;;ingredient;1;1.0;7.0;0.25394896719319565;0.2696257689678746;0.0;2.923586365409293E-4;0;0.0034965987;0.0013933069;3;0.0;0;2;0.009498415725038782
citronellal;citronellal;;molecule;1;1.0;6.0;0.23838038209295695;0.2503987240829334;0.0;2.8705375685137796E-4;0;0.0010061701;0.0025250523;37;0.0;0;1;0.007383873667883342
citronellol;citronellol;;molecule;5;5.0;6.0;0.22760686087666757;0.24320175438596392;93.93053780964178;9.228838081997837E-4;0;5.115697E-4;0.0012838193;35;0.0;0;1;0.006328124551994642
coumarin;coumarin;;molecule;1;1.0;6.0;0.23267464514333427;0.2454346092503977;0.0;3.0286301659235325E-4;0;8.326865E-4;0.002089684;38;0.0;0;1;0.006516106475771792
crocin;crocin;;molecule;1;1.0;6.0;0.24638962569997053;0.2659090909090893;0.0;2.824666567442921E-4;0;0.0032860553;0.00824658;36;0.0;0;2;0.022277950024061327
cukor;cukor;;ingredient;25;25.0;5.0;0.30803242446573326;0.3394936204146738;7365.378463622496;0.003712104718392649;0;0.026090823;0.01039654;5;0.0;0;1;0.0823881740940288
cukor (nádcukor);cukor (nádcukor);;ingredient;4;4.0;7.0;0.2525679758308157;0.2699105718842568;85.62919083791586;8.261932466092984E-4;0;0.0018669697;7.439404E-4;5;0.0;0;1;0.0073325734929265175
cukorszirup;cukorszirup;;ingredient;3;3.0;7.0;0.22816593886462883;0.24461437685121853;64.10385972977738;6.604835899139233E-4;0;8.871572E-4;3.535098E-4;5;0.0;0;1;0.004158991625159596
cuminaldehyde;cuminaldehyde;;molecule;1;1.0;8.0;0.18524263239530245;0.19296536796536745;0.0;4.382718308749104E-4;0;8.9338655E-6;2.2419972E-5;24;0.0;0;3;3.98621104020138E-4
Cseh rántott;Cseh rántott;;dish;7;7.0;6.0;0.31020408163265306;0.344019138755981;578.8848709644625;9.808644619190834E-4;0;0.010452241;0.026230607;5;0.0;0;1;0.07967379684198717
csicseriborsó;csicseriborsó;;ingredient;1;1.0;7.0;0.2572307692307692;0.27270733652312673;0.0;3.003597247228755E-4;0;0.0034219832;0.0013635746;28;0.0;0;2;0.009446132696590465
csíkhal;csíkhal;;ingredient;6;6.0;7.0;0.2951977401129944;0.3233082706766931;484.9653090476909;9.320285675101575E-4;0;0.008669467;0.003454573;27;0.0;0;0;0.0318121388624321
csiperke gomba;csiperke gomba;;ingredient;3;3.0;7.0;0.25472273004265694;0.2736842105263157;134.27113755372147;6.415519797133323E-4;0;0.0028257957;0.00112601;3;0.0;0;1;0.009302492411812616
csipkebogyó;csipkebogyó;;ingredient;5;5.0;7.0;0.25518925518925517;0.2757518796992481;1286.7008055876095;0.0012004941757071494;0;0.0029684014;0.0011828338;39;0.0;0;1;0.010564306225370954
csirke;csirke;;ingredient;11;11.0;7.0;0.30985915492957744;0.34000341763499736;897.3082216367;0.0014681082809855478;0;0.020766119;0.008274791;13;0.0;0;2;0.06870565723146657
csirkehús;csirkehús;;ingredient;12;12.0;5.0;0.31859756097560976;0.3473086124401919;1829.7007714409315;0.001702589167501691;0;0.019997858;0.007968659;33;0.0;0;0;0.06814950322469147
csirkehús vagy más húsféle;csirkehús vagy más húsféle;;ingredient;1;1.0;7.0;0.25195901145268235;0.26770334928229667;0.0;2.9458158640968034E-4;0;0.0029538076;0.0011770185;0;0.0;0;2;0.008257695786023355
csirkehús vagy más szárnyas;csirkehús vagy más szárnyas;;ingredient;1;1.0;7.0;0.25565749235474006;0.27078776486671235;0.0;2.937743684850321E-4;0;0.0026704571;0.0010641103;28;0.0;0;2;0.007642154134205015
csirkevér;csirkevér;;ingredient;3;3.0;6.0;0.29772079772079774;0.32296650717703485;74.8801390946429;5.353340407438265E-4;0;0.0070129232;0.002794486;11;0.0;0;0;0.029895893036358968
csuka;csuka;;ingredient;12;12.0;5.0;0.3121732636295743;0.341327751196173;1151.0864647922717;0.0015365039922548877;0;0.031796016;0.012669925;8;0.0;0;2;0.09581461249730806
Csukát csuka-lével;Csukát csuka-lével;;dish;7;7.0;6.0;0.32926348956282003;0.364114832535885;278.4115826491027;9.006628722862735E-4;0;0.026332034;0.06608204;33;0.0;0;2;0.1813994065023853
Daru-sása, azaz daru-mártás;Daru-sása, azaz daru-mártás;;dish;7;7.0;6.0;0.3081459638776262;0.3446570972886761;814.5804740844619;0.0010004872516087037;0;0.012253528;0.030751064;35;0.0;0;1;0.09017629222107293
decanal;decanal;;molecule;5;5.0;6.0;0.24085278017862288;0.2551634768740023;44.76278246012447;9.241336238847115E-4;0;5.023132E-4;0.0012605691;33;0.0;0;0;0.0072144476594291785
Deszpot-lév;Deszpot-lév;;dish;6;6.0;6.0;0.32190989603388526;0.35677830940988814;500.28758799482375;8.377569057179459E-4;0;0.017541505;0.0440216;29;0.0;0;2;0.12249154073149693
diacetyl;diacetyl;;molecule;13;13.0;6.0;0.2661572747532633;0.30251196172248734;2260.8480338192585;0.0020670127700120316;0;0.004975255;0.012485741;31;0.0;0;1;0.04142400227935175
diallyl disulfide;diallyl disulfide;;molecule;3;3.0;8.0;0.22564102564102564;0.24033236500341612;70.05870975094878;7.626812226546943E-4;0;5.4779E-4;0.0013747164;14;0.0;0;0;0.004906019357528744
diallyl trisulfide;diallyl trisulfide;;molecule;1;1.0;8.0;0.21844787039456492;0.2301592048302561;0.0;3.2218327634286306E-4;0;4.1353627E-4;0.0010377978;29;0.0;0;2;0.0032986170682745186
dihydrocapsaicin;dihydrocapsaicin;;molecule;1;1.0;8.0;0.2101030409650666;0.2200529733424459;0.0;3.907239327552082E-4;0;6.90407E-5;1.7326204E-4;14;0.0;0;0;9.097352608505719E-4
dihydro-β-ionone;dihydro-β-ionone;;molecule;1;1.0;8.0;0.18689917281466578;0.19541894508999752;0.0;4.5601597743011627E-4;0;1.286122E-5;3.2276148E-5;35;0.0;0;1;3.8574065888728656E-4
dillapiole;dillapiole;;molecule;2;2.0;8.0;0.2192499344348282;0.230557928913191;3.432194453031898;4.638351458577084E-4;0;2.935465E-4;7.3667505E-4;21;0.0;0;2;0.0029374389396929503
dimethyl sulfide;dimethyl sulfide;;molecule;10;10.0;6.0;0.26330708661417324;0.29055023923444945;1326.3312111309226;0.0016240437151217569;0;0.0019497423;0.004893008;20;0.0;0;0;0.018829318013547876
dimethyl trisulfide;dimethyl trisulfide;;molecule;9;9.0;6.0;0.2493289591410677;0.2677631578947356;529.9447894785586;0.0015422122360402798;0;6.6661794E-4;0.001672912;20;0.0;0;0;0.00886023160427939
dinnye;dinnye;;ingredient;4;4.0;7.0;0.25165562913907286;0.2696115288220551;874.1187177969824;9.544751980621793E-4;0;0.0026983644;0.0010752309;38;0.0;0;1;0.00843397962711248
Dinnye-torta;Dinnye-torta;;dish;7;7.0;6.0;0.32141484044598234;0.3584928229665068;1640.435390668098;0.0010228375313869218;0;0.021884238;0.054919984;38;0.0;0;1;0.15219671024246142
dió;dió;;ingredient;10;10.0;5.0;0.31642694928084786;0.34292264752791124;1710.5290979004658;0.0015163186100253566;0;0.015195555;0.0060550566;29;0.0;0;0;0.051688759937955325
dióbél;dióbél;;ingredient;4;4.0;6.0;0.29582448690728946;0.32234848484848594;594.787042135245;7.692254813538697E-4;0;0.004953897;0.0019740113;39;0.0;0;1;0.02177174467569312
Dió-béles;Dió-béles;;dish;4;4.0;6.0;0.30278884462151395;0.33438995215311035;202.09004840891708;6.224223291733424E-4;0;0.010160966;0.025499627;29;0.0;0;1;0.07514945953524699
Dió-sása, azaz dió-mártás;Dió-sása, azaz dió-mártás;;dish;5;5.0;6.0;0.27913188647746245;0.30297049441786267;215.47737814991382;7.689567986494234E-4;0;0.0045119654;0.011323078;29;0.0;0;2;0.03368433114894613
dipropyl trisulfide;dipropyl trisulfide;;molecule;2;2.0;6.0;0.24238909828935923;0.26042663476873834;5.442725192681713;4.104668420258436E-4;0;0.0023360765;0.0058625434;6;0.0;0;2;0.01643727477597349
Disilber, azaz tojásétel;Disilber, azaz tojásétel;;dish;5;5.0;6.0;0.3310891089108911;0.366347687400319;176.37599107305192;6.865648007492448E-4;0;0.023289647;0.05844696;7;0.0;0;2;0.16326202035699153
Disznófőből való sajt;Disznófőből való sajt;;dish;7;7.0;6.0;0.2917975567190227;0.32364433811802223;697.5719153183009;0.0010751460428771163;0;0.008350948;0.02095725;11;0.0;0;0;0.06219384691095984
disznóhús;disznóhús;;ingredient;6;6.0;7.0;0.29772079772079774;0.32548986101617805;458.9567618285243;9.459052751360917E-4;0;0.0071967333;0.0028677308;11;0.0;0;0;0.032169114307176304
disznóláb;disznóláb;;ingredient;2;2.0;7.0;0.24260011607661056;0.25816814764183177;16.898553786772922;4.701718430865058E-4;0;0.0016998107;6.773321E-4;11;0.0;0;2;0.005228262899779561
Domika, azaz túróból és kenyérből készített étel;Domika, azaz túróból és kenyérből készített étel;;dish;6;6.0;6.0;0.3206751054852321;0.35705741626794274;901.4355515528817;8.759412908457819E-4;0;0.017572455;0.044099282;31;0.0;0;1;0.12466925847092408
ecet;ecet;;ingredient;69;69.0;5.0;0.34039087947882735;0.39651116427432104;12288.619829011808;0.00817373924993135;0;0.1739734;0.069324054;16;0.0;0;2;0.48498074554031756
Ecetes cibre;Ecetes cibre;;dish;10;10.0;6.0;0.3424825891028267;0.37998405103668237;2925.421844662469;0.0014154241848030706;0;0.037771516;0.09479019;36;0.0;0;2;0.26130090959710084
Ecettel, hagymával;Ecettel, hagymával;;dish;10;10.0;6.0;0.3295230587307844;0.36780303030303013;549.3376779284579;0.0012047090378981102;0;0.025998801;0.06524575;11;0.0;0;2;0.1844698695138014
édes aludttej;édes aludttej;;ingredient;4;4.0;7.0;0.2389937106918239;0.2581681476418315;38.138522219211126;7.157709307481654E-4;0;0.0016783003;6.6876056E-4;31;0.0;0;1;0.007325708680689661
édes bor;édes bor;;ingredient;4;4.0;6.0;0.26472450918302726;0.28177830940988946;112.3172270268054;7.538094824461555E-4;0;0.003121837;0.0012439737;5;0.0;0;1;0.010469371812662826
édes orda;édes orda;;ingredient;3;3.0;7.0;0.2284153005464481;0.24648838004101067;21.591985804968107;5.859026971134158E-4;0;8.695514E-4;3.4649443E-4;31;0.0;0;1;0.004621747911539032
édes tej;édes tej;;ingredient;8;8.0;6.0;0.28034875922199864;0.305582137161086;437.204745779263;0.0012334913115207035;0;0.0068255938;0.0027198324;31;0.0;0;1;0.02597279650318141
Édes tej;Édes tej;;dish;4;4.0;6.0;0.2639722134512157;0.28793859649122705;251.52509533048513;7.245213605837379E-4;0;0.0035923405;0.009015217;31;0.0;0;1;0.026767311990731547
Egész alma;Egész alma;;dish;5;5.0;6.0;0.3083732939874585;0.3414673046251996;231.112507404252;7.158915803688775E-4;0;0.012043279;0.030223427;6;0.0;0;1;0.08853995535566474
Ég-lév;Ég-lév;;dish;6;6.0;6.0;0.30039525691699603;0.3349282296650715;205.71977305037507;8.194718427698933E-4;0;0.017638575;0.044265203;6;0.0;0;2;0.12139692316435667
egres;egres;;ingredient;6;6.0;5.0;0.30007178750897345;0.32553827751196307;614.9022708857398;0.0010238232292062977;0;0.0062411977;0.0024869684;38;0.0;0;1;0.025173540636180998
Egres-béles;Egres-béles;;dish;6;6.0;6.0;0.28837530182821663;0.31698564593301454;419.0209633501363;9.072047303765351E-4;0;0.006345552;0.015924592;38;0.0;0;1;0.04757360472629416
Egressel;Egressel;;dish;8;8.0;6.0;0.3160680529300567;0.3523923444976077;495.7539433529804;0.0010372824762820846;0;0.019474635;0.048872903;38;0.0;0;2;0.1370620970645489
egyéb hús;egyéb hús;;ingredient;4;4.0;7.0;0.2972972972972973;0.32556960583276495;148.72130989623102;6.43604635904253E-4;0;0.0083010085;0.0033077581;33;0.0;0;0;0.03590873461738841
elemicin;elemicin;;molecule;2;2.0;6.0;0.24267053701015964;0.2576555023923432;11.971349847412364;4.2543104965884386E-4;0;0.0017168574;0.0043085706;21;0.0;0;3;0.012474756272825956
Éles lév;Éles lév;;dish;17;17.0;6.0;0.3589523400601116;0.39808612440191354;2759.341517794861;0.0020197355585267265;0;0.04245461;0.10654272;6;0.0;0;2;0.2979081014272627
élesztő;élesztő;;ingredient;8;8.0;7.0;0.27249022164276404;0.2937912964228768;1040.2599035753728;0.0013952753404395675;0;0.0068181716;0.00271687;25;0.0;0;1;0.02202375191925094
Eleven gyömbért így csinálj;Eleven gyömbért így csinálj;;dish;3;3.0;6.0;0.3189622281571919;0.35271132376395514;127.53054677943834;4.993814136066415E-4;0;0.0131475665;0.03299472;2;0.0;0;2;0.09234873793465324
eper;eper;;ingredient;5;5.0;7.0;0.22558014031300594;0.24463431305536518;992.1516819441194;0.0011841388044059632;0;9.180464E-4;3.6581836E-4;35;0.0;0;1;0.004609632021913562
estragole;estragole;;molecule;1;1.0;6.0;0.2263742215001354;0.23688197767145022;0.0;3.2671696897579176E-4;0;4.4951367E-4;0.0011280851;12;0.0;0;2;0.003469119697149097
ethanol;ethanol;;molecule;6;6.0;6.0;0.25794507867941996;0.28227671451355585;421.87073482873774;0.001125361398587905;0;0.0035456275;0.008897995;35;0.0;0;1;0.026248233985170347
ethyl (E,Z)-2,4-decadienoate;ethyl (E,Z)-2,4-decadienoate;;molecule;2;2.0;7.0;0.22098863335976737;0.23155046707678165;27.742534227811003;5.110087827938717E-4;0;3.889189E-4;9.760185E-4;13;0.0;0;1;0.0033633337642965527
ethyl 2-methylbutanoate;ethyl 2-methylbutanoate;;molecule;3;3.0;6.0;0.2529500756429652;0.26973684210526255;56.6381504265067;5.867024096628521E-4;0;0.0012491401;0.003134793;6;0.0;0;1;0.01133795958770221
ethyl acetate;ethyl acetate;;molecule;14;14.0;6.0;0.2948853615520282;0.3276714513556619;2963.9590236231516;0.0022071796453299744;0;0.008395717;0.02106962;35;0.0;0;1;0.06314489371216482
ethyl butanoate;ethyl butanoate;;molecule;3;3.0;6.0;0.25097568297808465;0.267404306220095;129.6571206830252;6.281579347219372E-4;0;0.0013795552;0.0034620848;38;0.0;0;1;0.010858820322553897
ethyl butyrate;ethyl butyrate;;molecule;3;3.0;6.0;0.2281036834924966;0.24009170653907352;47.41099204837978;6.697032651253298E-4;0;6.012742E-4;0.0015089387;23;0.0;0;1;0.0051822189399478346
ethyl decanoate;ethyl decanoate;;molecule;1;1.0;6.0;0.24085278017862288;0.2534688995215306;0.0;3.269514356674012E-4;0;2.6337858E-4;6.609636E-4;5;0.0;0;1;0.003012686321708093
ethyl hexanoate;ethyl hexanoate;;molecule;1;1.0;8.0;0.18410041841004185;0.19372721576668914;0.0;3.8003253020864336E-4;0;1.5380765E-5;3.8599093E-5;35;0.0;0;1;4.926739205677445E-4
ethyl octanoate;ethyl octanoate;;molecule;3;3.0;6.0;0.22661968013011657;0.2390350877192973;54.39921037791253;6.661631867085296E-4;0;4.8021117E-4;0.0012051224;13;0.0;0;1;0.004394536984368823
ethyl tartrate;ethyl tartrate;;molecule;1;1.0;6.0;0.252644303414929;0.27258771929824444;0.0;2.7974831145232863E-4;0;0.0032829002;0.008238662;30;0.0;0;2;0.02277100079393488
eucalyptol;eucalyptol;;molecule;3;3.0;6.0;0.2281036834924966;0.24009170653907352;47.41099204837978;6.697032651253298E-4;0;6.012742E-4;0.0015089387;23;0.0;0;1;0.0051822189399478346
eugenol;eugenol;;molecule;5;5.0;6.0;0.26632685568652437;0.2892942583732054;183.55482496994387;8.225756324040425E-4;0;0.0028397902;0.0071266405;39;0.0;0;1;0.023741406801872936
eugenyl acetate;eugenyl acetate;;molecule;1;1.0;6.0;0.23729775759296054;0.2509768740031883;0.0;2.915934557068166E-4;0;0.0012712496;0.0031902872;13;0.0;0;1;0.00929057924799273
fahéj;fahéj;;ingredient;29;29.0;5.0;0.30311820159535896;0.3364433811802241;5081.185916020897;0.004235010346454658;0;0.049701344;0.019804738;38;0.0;0;1;0.14617888279753086
falcarinol;falcarinol;;molecule;1;1.0;8.0;0.23177155530912116;0.24609392800182128;0.0;2.8062906845331025E-4;0;0.0014149366;0.00355088;0;0.0;0;2;0.009827586257594495
fehér búzaliszt;fehér búzaliszt;;ingredient;2;2.0;7.0;0.2599502487562189;0.274515835042152;6.276932439408928;4.567710461674528E-4;0;0.0028406973;0.0011319465;5;0.0;0;1;0.008542939186704603
fehér kenyér;fehér kenyér;;ingredient;19;19.0;5.0;0.3064516129032258;0.3360845295055826;1321.1325397164292;0.002395604180378041;0;0.03472384;0.013836584;37;0.0;0;1;0.10371050312778345
fehér kenyérbél;fehér kenyérbél;;ingredient;8;8.0;7.0;0.2941590429275158;0.3191387559808629;313.66762545547095;0.0010685410718146316;0;0.020338647;0.008104445;26;0.0;0;2;0.061482279418594965
fehér liszt;fehér liszt;;ingredient;2;2.0;7.0;0.24851367419738407;0.26355946684894077;1.3932146069675337;4.390651117058968E-4;0;0.0024521467;9.771188E-4;18;0.0;0;1;0.007662983710708133
fejes káposzta;fejes káposzta;;ingredient;3;3.0;7.0;0.2448740480374927;0.26243164730006857;54.14733088042842;6.051415765431815E-4;0;0.0012606026;5.0231867E-4;20;0.0;0;0;0.00490145935107156
fekete bors;fekete bors;;ingredient;24;24.0;5.0;0.30311820159535896;0.3333931419457743;1662.5219168200879;0.003157188708257851;0;0.03547025;0.014134008;15;0.0;0;2;0.10422786376567007
fekete kenyér;fekete kenyér;;ingredient;4;4.0;7.0;0.27090084251458196;0.2894879243563467;122.76636801503543;7.357080628791587E-4;0;0.0045625553;0.0018180648;5;0.0;0;1;0.014464343115546712
Fekete lév;Fekete lév;;dish;19;19.0;6.0;0.3558961260110685;0.39379984051036654;5652.938849697117;0.0025343002721001434;0;0.031893514;0.08003891;11;0.0;0;0;0.22956781954756753
Fényes birsalma-liktárium;Fényes birsalma-liktárium;;dish;6;6.0;6.0;0.307014322438487;0.33771929824561386;1284.9492461796412;0.0010973823357863712;0;0.007296424;0.018310875;5;0.0;0;3;0.05477039382236529
Fényes meggy-liktáriom;Fényes meggy-liktáriom;;dish;2;2.0;6.0;0.2905804657629475;0.31840111642743224;64.54830815457898;4.2577496866728773E-4;0;0.0060660574;0.0152231855;39;0.0;0;1;0.043297888134491744
fenyőgomba;fenyőgomba;;ingredient;3;3.0;7.0;0.2667517549457562;0.2903992936887682;62.98154842034733;5.526062870761943E-4;0;0.0036996442;0.0014742195;3;0.0;0;0;0.01447128436819373
Fenyőgombát főzni;Fenyőgombát főzni;;dish;5;5.0;6.0;0.30522088353413657;0.33899521531100485;546.9536530597825;7.823260096027252E-4;0;0.013698831;0.034378156;3;0.0;0;2;0.09587482475840982
fenyőmag;fenyőmag;;ingredient;8;8.0;7.0;0.27700463883366466;0.2976389838231955;234.27404473038214;0.001180569457138134;0;0.011758315;0.004685395;29;0.0;0;3;0.034317370227998016
fermentation esters;fermentation esters;;molecule;1;1.0;8.0;0.20415140415140415;0.2134085213032574;0.0;3.833847640079685E-4;0;5.156211E-5;1.2939854E-4;5;0.0;0;1;6.962528918469132E-4
fiatal kacsa;fiatal kacsa;;ingredient;4;4.0;7.0;0.2998565279770445;0.32675723399407747;188.8212376816611;6.592706245097988E-4;0;0.008316188;0.0033138036;30;0.0;0;0;0.032913573819354766
fiatal lúd;fiatal lúd;;ingredient;4;4.0;7.0;0.2998565279770445;0.32675723399407747;188.8212376816611;6.592706245097988E-4;0;0.008316188;0.0033138036;30;0.0;0;0;0.032913573819354766
filbertone;filbertone;;molecule;1;1.0;8.0;0.21652421652421652;0.22946713374344846;0.0;3.973431889518185E-4;0;4.771415E-5;1.19738914E-4;33;0.0;0;0;9.853879304792517E-4
finomliszt;finomliszt;;ingredient;1;1.0;7.0;0.25930521091811415;0.27350763271816;0.0;2.9297680591737864E-4;0;0.0034989829;0.001394257;36;0.0;0;2;0.009610247425640935
fodormentalevél;fodormentalevél;;ingredient;4;4.0;7.0;0.23443634324172744;0.2506749829118242;2502.0;0.0017601616559779424;0;8.8467303E-4;3.525201E-4;21;0.0;0;3;0.003677152069137777
fokhagyma;fokhagyma;;ingredient;19;19.0;7.0;0.27941176470588236;0.30739633173843844;4147.817343797813;0.003206423981928246;0;0.02468313;0.00983561;29;0.0;0;2;0.07059299674944818
Fokhagyma-lével;Fokhagyma-lével;;dish;8;8.0;6.0;0.3310891089108911;0.36676634768740013;1663.6782226636963;0.0012218734577745716;0;0.022239538;0.055811636;18;0.0;0;2;0.15527533574047986
Fokhagymás pecsenye;Fokhagymás pecsenye;;dish;3;3.0;6.0;0.290378603681834;0.31981658692184983;263.1171585891765;5.76285721740895E-4;0;0.0063343514;0.015896486;29;0.0;0;2;0.04555988211337051
földitömjén;földitömjén;;ingredient;1;1.0;7.0;0.23404255319148937;0.24828263841421658;0.0;3.4915868238036615E-4;0;8.799814E-4;3.5065057E-4;21;0.0;0;3;0.003047681096223605
Főkötős fánk;Főkötős fánk;;dish;4;4.0;6.0;0.30455373406193076;0.3348684210526319;114.8973899866524;6.002214542339907E-4;0;0.010679105;0.026799936;23;0.0;0;1;0.07877362954819866
főtt marhahús;főtt marhahús;;ingredient;4;4.0;7.0;0.25180722891566265;0.276406926406926;81.7756671525553;7.175623388819013E-4;0;0.0031800752;0.0012671839;33;0.0;0;0;0.012793754664960988
főtt tojás;főtt tojás;;ingredient;5;5.0;7.0;0.27125243348475014;0.29541182501708907;210.85423933777804;8.05462619674989E-4;0;0.006850148;0.0027296161;5;0.0;0;0;0.02279302288336093
főzőlé;főzőlé;;ingredient;5;5.0;7.0;0.29108635097493035;0.3214143312827534;375.5755887435918;8.22050577009431E-4;0;0.005939821;0.0023668853;11;0.0;0;0;0.03097340972974022
friss kapor;friss kapor;;ingredient;6;6.0;7.0;0.26108682073703937;0.2803685349737989;376.7773021622565;0.0010955100609921;0;0.0036922577;0.0014712721;21;0.0;0;2;0.012313621987930658
