ID;Label;Interval;type;Degree;Weighted Degree;Eccentricity;Closeness Centrality;Harmonic Closness Centrality;Betweeness Centrality;PageRank;Component Number;Authority;Hub;stat_inf_class;clustering;Number of triangles;Modularity Class;Eigen Centrality
Birsalma-pástétom;Birsalma-pástétom;;dish;7;7.0;6.0;0.3339992009588494;0.36844098883572524;912.9560656852391;9.79528685326009E-4;0;0.017489797;0.043891836;26;0.0;0;1;0.12576877151304033
Birsalma tésztát így csinálj;Birsalma tésztát így csinálj;;dish;4;4.0;6.0;0.29996411912450666;0.3285486443381179;470.14217663808836;7.509058716349363E-4;0;0.0065902276;0.016538626;5;0.0;0;1;0.04842072902337567
bis(2-methyl-3-furyl)disulfide;bis(2-methyl-3-furyl)disulfide;;molecule;3;3.0;8.0;0.24196816208393632;0.2590125882889025;26.14152528068205;5.681159116044195E-4;0;9.000666E-4;0.002258768;11;0.0;0;0;0.008737707255560999
bivalytej;bivalytej;;ingredient;4;4.0;7.0;0.25441265976871574;0.2801976532239689;102.59940649472716;7.181793604228668E-4;0;0.0027296483;0.0010877008;31;0.0;0;1;0.01292490085923035
Bodza-fánk;Bodza-fánk;;dish;4;4.0;6.0;0.2948853615520282;0.32490031897926647;180.04359633899338;6.400251221897297E-4;0;0.00951018;0.02386644;35;0.0;0;1;0.06934170304041073
bodzavirág;bodzavirág;;ingredient;5;5.0;7.0;0.2733812949640288;0.2916894508999786;128.35703365391572;9.102224842561056E-4;0;0.0050664097;0.0020188375;35;0.0;0;1;0.016100449782867163
bor;bor;;ingredient;75;75.0;5.0;0.3379143088116411;0.3973684210526302;14728.978554306212;0.008912822009696274;0;0.19594954;0.07808099;30;0.0;0;2;0.5482507069502932
borecet;borecet;;ingredient;5;5.0;7.0;0.2693298969072165;0.2886676919571669;1010.7849733426194;0.001036243105170771;0;0.004332299;0.0017263127;26;0.0;0;3;0.014043202114754235
Borított lév;Borított lév;;dish;9;9.0;6.0;0.3318777292576419;0.36712519936204135;774.0683247011109;0.0011686942472540528;0;0.02265956;0.05686571;27;0.0;0;2;0.1577224094855765
borjúhús;borjúhús;;ingredient;6;6.0;7.0;0.29603399433427763;0.3221291866028722;273.4437053591076;9.074898751816767E-4;0;0.008908132;0.003549676;11;0.0;0;0;0.033184157229678074
borjúmáj;borjúmáj;;ingredient;4;4.0;7.0;0.2837746096401901;0.3052631578947382;348.9697546036253;7.052767354520617E-4;0;0.006203156;0.0024718056;20;0.0;0;0;0.021322058969714425
borkő;borkő;;ingredient;3;3.0;7.0;0.24245939675174014;0.2592560947824102;11.036803086509574;5.779648913563691E-4;0;0.0025354815;0.0010103261;20;0.0;0;2;0.00786950885927613
borneol;borneol;;molecule;3;3.0;6.0;0.27636363636363637;0.30494417862838835;79.22515144512673;5.523725443640997E-4;0;0.006553291;0.016445931;28;0.0;0;3;0.045538753351443605
Boros kenyér;Boros kenyér;;dish;5;5.0;6.0;0.3125233644859813;0.34742822966507175;511.4589942451368;7.668546957017898E-4;0;0.0115976175;0.029105011;5;0.0;0;1;0.0838613022411284
Boros leves;Boros leves;;dish;10;10.0;6.0;0.3353389490573606;0.3740629984051033;646.0353860130022;0.0012140388095851942;0;0.031176036;0.07823838;10;0.0;0;2;0.21719281208577793
Boros szérdék, azaz boros aludttej;Boros szérdék, azaz boros aludttej;;dish;6;6.0;6.0;0.3196940726577438;0.35452551834130774;264.8016622190087;8.005684583162227E-4;0;0.017257016;0.04330765;31;0.0;0;1;0.12452435260467759
borrágó;borrágó;;ingredient;1;1.0;7.0;0.23404255319148937;0.24828263841421658;0.0;3.4915868238036615E-4;0;8.799814E-4;3.5065057E-4;21;0.0;0;3;0.003047681096223605
bors;bors;;ingredient;132;132.0;5.0;0.3631624674196351;0.4509370015948942;25778.779935395585;0.01515090944757791;0;0.35896233;0.14303751;1;0.0;0;2;0.9881806032218177
borsikafű;borsikafű;;ingredient;3;3.0;7.0;0.2555012224938875;0.27180735930736;1669.0;0.001166599991237513;0;0.0039995764;0.001593731;36;0.0;0;4;0.011094528631825435
borsó;borsó;;ingredient;6;6.0;7.0;0.2693298969072165;0.2881379585326966;38.10547983328846;8.94523895338367E-4;0;0.010562263;0.004208797;28;0.0;0;2;0.03069440569320074
Borsó laskával;Borsó laskával;;dish;7;7.0;6.0;0.31440391124482886;0.34938197767145135;455.6275682998231;9.706575701338718E-4;0;0.016733533;0.041993946;28;0.0;0;2;0.11772226681502658
Borsóleves;Borsóleves;;dish;8;8.0;6.0;0.32290459636925456;0.35980861244019136;593.713718697338;0.0010679851593789322;0;0.019519186;0.048984732;28;0.0;0;2;0.13607669634982406
